"PlummWeather"
"12/1/22 12:00 AM : 1 Month"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"12/14/22 10:35 PM","1024.0","72","24","33","68","5.3","34","34","34","72","26","31","1","ENE","0.1","6","NNE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/14/22 10:40 PM","1024.0","72","24","33","68","5.3","34","34","34","72","26","31","1","NNE","0.1","4","NNE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/14/22 10:45 PM","1024.1","72","24","33","68","5.3","34","34","34","72","26","31","0","","0.0","3","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/14/22 10:50 PM","1024.1","72","24","33","68","5.3","34","34","34","72","26","30","0","","0.0","4","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/14/22 10:55 PM","1024.0","71","24","33","68","5.3","34","34","34","72","26","30","1","NE","0.1","2","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/14/22 11:00 PM","1024.0","71","24","33","68","5.3","34","34","34","72","26","30","0","","0.0","3","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/14/22 11:05 PM","1023.9","71","24","33","68","5.3","34","34","34","72","26","30","0","","0.0","2","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/14/22 11:10 PM","1024.0","71","24","33","68","5.3","34","34","34","73","26","30","0","","0.0","1","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/14/22 11:15 PM","1024.1","71","24","33","68","5.3","34","34","34","73","26","30","1","NE","0.1","3","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/14/22 11:20 PM","1024.2","71","24","33","68","5.3","33","34","33","73","26","30","0","","0.0","2","NE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:25 PM","1024.5","71","24","33","68","5.3","33","33","33","73","26","30","1","NE","0.1","4","NE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:30 PM","1024.5","71","24","33","68","5.3","33","33","33","74","26","30","1","NE","0.1","5","NE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:35 PM","1024.5","71","24","33","68","5.3","33","33","33","74","26","30","0","","0.0","2","NE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:40 PM","1024.4","71","24","33","68","5.3","33","33","33","74","26","30","1","NE","0.1","3","NE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:45 PM","1024.3","71","24","33","68","5.3","33","33","33","74","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:50 PM","1024.2","71","24","33","68","5.3","33","33","33","74","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/14/22 11:55 PM","1024.2","71","24","33","68","5.3","33","33","33","75","26","30","0","","0.0","3","NE","33","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/15/22 12:00 AM","1024.2","71","24","33","68","5.3","33","33","33","75","26","30","1","NE","0.1","4","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:05 AM","1024.2","71","24","33","68","5.3","33","33","33","75","26","30","0","","0.0","2","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:10 AM","1024.2","71","24","33","68","5.3","33","33","33","75","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:15 AM","1024.2","71","24","33","68","5.3","33","33","33","75","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:20 AM","1024.1","71","24","33","68","5.3","33","33","33","76","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:25 AM","1024.1","71","24","33","68","5.3","33","33","33","76","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:30 AM","1024.1","71","24","33","68","5.3","33","33","33","76","26","30","1","NE","0.1","3","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:35 AM","1024.1","71","24","33","68","5.3","33","33","33","76","26","30","1","NE","0.1","4","NE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:40 AM","1024.0","71","24","33","68","5.3","33","33","33","76","26","30","2","N","0.2","7","NE","32","33","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.111","0.000"
"12/15/22 12:45 AM","1023.9","71","24","33","68","5.3","33","33","33","77","27","30","3","ENE","0.2","9","NNE","31","33","30","27","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/15/22 12:50 AM","1023.8","71","24","33","68","5.3","33","33","33","77","27","31","3","NNE","0.2","9","NE","31","33","31","27","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.110","0.000"
"12/15/22 12:55 AM","1023.7","71","24","33","68","5.3","34","34","33","77","27","31","2","ENE","0.2","6","NE","33","33","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/15/22 1:00 AM","1023.8","71","24","33","68","5.3","34","34","34","77","27","31","2","NE","0.2","9","ENE","33","33","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/15/22 1:05 AM","1023.9","71","24","32","67","5.3","34","34","34","77","27","31","1","ENE","0.1","4","E","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/15/22 1:10 AM","1024.0","71","24","33","68","5.3","34","34","34","77","27","31","1","E","0.1","3","E","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/15/22 1:15 AM","1023.9","71","24","32","67","5.3","34","34","34","77","27","31","2","ENE","0.2","6","N","33","33","32","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.109","0.000"
"12/15/22 1:20 AM","1024.1","71","24","32","67","5.3","34","34","34","77","27","31","2","NE","0.2","7","ENE","33","33","33","29","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 1:25 AM","1024.2","71","24","32","67","5.3","34","34","34","77","27","31","1","NE","0.1","3","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 1:30 AM","1024.4","71","24","32","67","5.3","34","34","34","77","27","31","1","NE","0.1","4","NE","34","33","33","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 1:35 AM","1024.3","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","3","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 1:40 AM","1024.3","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","3","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 1:45 AM","1024.4","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","4","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 1:50 AM","1024.5","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","4","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 1:55 AM","1024.3","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","4","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:00 AM","1024.5","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","3","NE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:05 AM","1024.5","71","24","32","67","5.3","34","34","34","77","28","31","0","","0.0","1","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:10 AM","1024.5","71","24","32","67","5.3","34","34","34","77","28","31","0","","0.0","2","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:15 AM","1024.4","71","24","32","67","5.3","34","34","34","77","28","31","1","NE","0.1","2","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:20 AM","1024.3","71","24","32","67","5.3","34","34","34","78","28","31","1","NE","0.1","3","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:25 AM","1024.2","71","24","32","67","5.3","34","34","34","78","28","31","0","","0.0","2","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 2:30 AM","1024.1","71","24","32","67","5.3","34","34","34","78","28","31","1","NE","0.1","3","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 2:35 AM","1024.0","71","24","32","67","5.3","34","34","34","78","28","31","1","NE","0.1","3","NE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:40 AM","1024.1","71","24","32","67","5.3","34","34","34","78","28","31","1","ENE","0.1","3","ENE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.108","0.000"
"12/15/22 2:45 AM","1024.0","71","24","32","67","5.3","34","34","34","78","28","31","0","","0.0","3","ENE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:50 AM","1024.0","71","24","32","67","5.3","34","34","34","78","28","31","1","ENE","0.1","2","ENE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 2:55 AM","1024.0","71","24","32","67","5.3","34","34","34","79","28","32","0","","0.0","2","ENE","34","34","34","30","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:00 AM","1023.8","71","24","32","67","5.3","34","34","34","79","28","32","1","ENE","0.1","5","NE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:05 AM","1023.8","71","24","32","67","5.3","34","34","34","79","28","32","1","ENE","0.1","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:10 AM","1023.9","71","24","32","67","5.3","34","34","34","79","28","32","1","ENE","0.1","3","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:15 AM","1023.9","71","24","32","67","5.3","34","34","34","79","28","32","1","ENE","0.1","4","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:20 AM","1024.0","71","24","32","67","5.3","34","34","34","79","28","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:25 AM","1024.0","71","24","32","67","5.3","34","34","34","80","29","32","0","","0.0","3","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:30 AM","1024.0","71","24","32","67","5.3","34","34","34","80","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:35 AM","1023.8","71","24","32","67","5.3","34","34","34","80","29","32","1","ENE","0.1","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:40 AM","1023.9","71","24","32","67","5.3","34","34","34","80","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:45 AM","1024.0","71","24","32","67","5.3","34","34","34","80","29","32","0","","0.0","1","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:50 AM","1024.1","71","24","32","67","5.3","34","34","34","80","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 3:55 AM","1024.3","71","24","32","67","5.3","34","34","34","80","29","32","0","","0.0","1","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 4:00 AM","1024.2","71","24","32","67","5.3","34","34","34","81","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.107","0.000"
"12/15/22 4:05 AM","1024.6","71","24","32","67","5.3","34","34","34","81","29","32","0","","0.0","3","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/15/22 4:10 AM","1024.5","71","24","32","67","5.3","34","34","34","81","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/15/22 4:15 AM","1024.6","71","24","32","67","5.3","34","34","34","82","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/15/22 4:20 AM","1024.4","71","24","32","67","5.3","34","34","34","82","29","32","1","ENE","0.1","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/15/22 4:25 AM","1024.3","71","24","32","67","5.3","34","34","34","82","29","32","0","","0.0","2","ENE","34","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.106","0.000"
"12/15/22 4:30 AM","1024.3","71","24","32","67","5.3","35","35","34","82","30","33","1","ENE","0.1","6","E","35","34","34","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/15/22 4:35 AM","1024.4","71","24","32","67","5.3","35","35","35","82","30","33","1","E","0.1","5","ENE","35","35","35","31","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.105","0.000"
"12/15/22 4:40 AM","1024.3","71","24","32","67","5.3","35","35","35","82","30","33","0","","0.0","3","ENE","35","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.104","0.000"
"12/15/22 4:45 AM","1024.4","71","24","32","67","5.3","35","35","35","83","31","33","1","ENE","0.1","4","ENE","35","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.103","0.000"
"12/15/22 4:50 AM","1024.1","71","24","32","67","5.3","35","35","35","83","31","33","1","E","0.1","4","E","35","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.103","0.000"
"12/15/22 4:55 AM","1024.2","71","24","32","67","5.3","36","36","35","82","31","33","2","ENE","0.2","4","ENE","35","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/15/22 5:00 AM","1024.2","71","24","32","67","5.3","36","36","36","83","31","34","1","E","0.1","7","ESE","36","35","35","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.102","0.000"
"12/15/22 5:05 AM","1024.2","71","24","32","67","5.3","36","36","36","83","31","34","0","","0.0","7","ENE","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/15/22 5:10 AM","1024.3","71","24","32","67","5.3","36","36","36","82","31","34","0","","0.0","2","E","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/15/22 5:15 AM","1024.4","71","24","32","67","5.3","36","36","36","82","31","34","0","","0.0","1","E","36","36","36","32","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/15/22 5:20 AM","1024.5","71","24","32","67","5.3","36","36","36","83","31","34","0","","0.0","2","E","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/15/22 5:25 AM","1024.6","71","24","32","67","5.3","36","36","36","83","31","34","0","","0.0","3","E","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.101","0.000"
"12/15/22 5:30 AM","1024.7","71","24","32","67","5.3","36","36","36","83","31","34","0","","0.0","4","E","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/15/22 5:35 AM","1024.8","71","24","32","67","5.3","36","36","36","83","32","34","1","E","0.1","4","E","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/15/22 5:40 AM","1024.8","71","24","32","67","5.3","36","36","36","83","32","34","1","ESE","0.1","5","SSE","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.100","0.000"
"12/15/22 5:45 AM","1025.0","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","2","E","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 5:50 AM","1025.0","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 5:55 AM","1025.1","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:00 AM","1025.0","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:05 AM","1025.1","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:10 AM","1025.1","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:15 AM","1025.2","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:20 AM","1025.3","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:25 AM","1025.4","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:30 AM","1025.2","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","0","","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
"12/15/22 6:35 AM","1025.2","71","24","32","67","5.3","36","36","36","83","32","34","0","","0.0","3","ESE","36","36","36","33","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.099","0.000"
